"district","county","year","subcounty","parish","school_name","ownership","gender","grade","value","location_code","facility_id"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Female","Division 3","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Male","Division 4","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Female","Division 4","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Male","Division U","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Female","Division U","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Male","Division X","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana Parents Primary School","Private","Female","Division X","","D01S07P02","busaana-parents-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Male","Division 1","","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Female","Division 1","","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Male","Division 2","2.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Female","Division 2","","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Male","Division 3","7.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Female","Division 3","7.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Male","Division 4","7.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Female","Division 4","2.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Male","Division U","2.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Female","Division U","1.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Male","Division X","2.0","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Busaana RC Primary School","Government","Female","Division X","","D01S07P02","busaana-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Male","Division 1","2.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Female","Division 1","2.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Male","Division 2","3.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Female","Division 2","3.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Male","Division 3","3.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Female","Division 3","2.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Male","Division 4","4.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Female","Division 4","4.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Male","Division U","5.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Female","Division U","2.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Male","Division X","1.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Kasana CU Primary School","Government","Female","Division X","1.0","D01S07P02","kasana-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Male","Division 1","","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Female","Division 1","","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Male","Division 2","3.0","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Female","Division 2","1.0","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Male","Division 3","9.0","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Female","Division 3","9.0","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Male","Division 4","5.0","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Female","Division 4","5.0","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Male","Division U","","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Female","Division U","","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Male","Division X","","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namukuma Ward","Kyayaye RC Primary School","Government","Female","Division X","","D01S07P05","kyayaye-rc-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Male","Division 1","1.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Female","Division 1","","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Male","Division 2","5.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Female","Division 2","4.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Male","Division 3","3.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Female","Division 3","3.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Male","Division 4","3.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Female","Division 4","3.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Male","Division U","","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Female","Division U","1.0","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Male","Division X","","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Lusenke Ward","Kyengera CU Primary School","Government","Female","Division X","","D01S07P03","kyengera-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 1","","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 1","","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 2","6.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 2","","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 3","4.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 3","4.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division 4","5.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division 4","3.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division U","2.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division U","3.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Male","Division X","1.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Namirembe Ward","Namirembe CU Primary School","Government","Female","Division X","1.0","D01S07P04","namirembe-cu-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 1","2.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 1","5.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 2","50.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 2","18.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 3","6.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 3","3.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division 4","5.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division 4","3.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division U","2.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division U","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Male","Division X","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Busaana Town Council","Kasana Ward","Noble Hill Primary School","Private","Female","Division X","1.0","D01S07P02","noble-hill-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 1","3.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 1","3.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 2","10.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 2","6.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 3","2.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 3","2.0","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Male","Division 4","","D01S01P02","catherine-primary-school_kayunga"
"Kayunga","Ntenjeru","2018","Kangulumira Town Council","Kangulumira Ward","Catherine Primary School","Private","Female","Division 4","","D01S01P02","catherine-primary-school_kayunga"
