District name,Sub county,Parish,Village,Name of the school,School type,Does the school have Pre-primary education (ECD/Nursery),Total number of learners,Number of boys,Number of girls,Number of learners with disabilities (boys/girls),Total number of teachers,Number of male teachers,Number of Female teachers,Number of teachers on government payroll ,Number of teachers qualified by Diploma,Number of teachers qualified degree and above,Number of teachers qualified by certificate,Number of classroom blocks,"Of these, how many are permanent classrooms",How many are semi-permanent classrooms,How many are temporary classrooms,Number of Toilets,Are there separate toilets for boys and girls? ,"if yes, Number of toilets available for boys","if yes, Number of toilets available for girls",Are there separate toilets for teachers,"if yes, Number of toilets available for teachers",Are toilets accommodative for people with Disabilities e.g walking,Is water available at the school? ,Is there a handwashing point available at school,Does the school have electricity? ,Does the school have an ICT/computer lab? ,"On average, how many pupils does one classroom accommodate /how many learners sit in one classroom (Pupil-classroom ratio)","On average, how pupils does on teacher attend to /teach in this school (Average pupil–teacher ratio)",Pupil-text book ratio-on average one book is used by how many pupils?,"Pupil–toilet ratio( On average, how many pupils use one toilet ?",Take a photo of paper/chat showing enrolment of last term,Take a photo of paper/chat showing enrolment of last term_URL,Photo showing front view of the school,Photo showing front view of the school_URL,Geo location of the school,_Geo location of the school_latitude,_Geo location of the school_longitude,_Geo location of the school_altitude,_Geo location of the school_precision,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Kayunga,Kayunga sub county ,Nsotoka ,Kiwooza ,Kiwooza c/u primary school ,Government,No,373,187,186,4,8,3,5,8,2,3,3,3,6,3,0,13,Yes,8,5,No,,Yes,No,Yes,Yes,Yes,50,55,4,250,1758110350791.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Faf6d9eed-899e-4130-81a4-3e81fea80da3%2F1758110350791.jpg,1758110426442.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Faf6d9eed-899e-4130-81a4-3e81fea80da3%2F1758110426442.jpg,0.6881677 32.9539489 1073.9554443359375 4.921,0.6881677,32.9539489,1073.955444,4.921,561081533,af6d9eed-899e-4130-81a4-3e81fea80da3,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,142
Kayunga,Kayunga sub county ,Bubajwe,Kaazi A,Mugema P/S,Government,No,604,303,298,0,13,3,10,13,3,1,9,7,7,0,0,27,Yes,12,10,Yes,7,Yes,Yes,Yes,Yes,No,100,51,1,28,1758099259286.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb2d99ca6-2de5-4252-bc98-4bba3b094138%2F1758099259286.jpg,1758099718332.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb2d99ca6-2de5-4252-bc98-4bba3b094138%2F1758099718332.jpg,0.7201 32.9358317 1076.6000000000001 3.866,0.7201,32.9358317,1076.6,3.866,561090693,b2d99ca6-2de5-4252-bc98-4bba3b094138,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,152
Kayunga,Kayunga sub county ,Buyobe ,Buyobe ,Buyobe C/U,Private,Yes,232,115,117,1,12,4,8,,2,0,10,10,10,0,0,8,Yes,3,3,Yes,2,Yes,Yes,Yes,Yes,No,100,20,2,39,1758528889443.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7a38ee51-c537-457e-b093-d32edd50a2c2%2F1758528889443.jpg,1758529227363.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7a38ee51-c537-457e-b093-d32edd50a2c2%2F1758529227363.jpg,0.7582267 32.86446 1033.4 4.85,0.7582267,32.86446,1033.4,4.85,565007625,7a38ee51-c537-457e-b093-d32edd50a2c2,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,251
Kayunga,Kayunga sub county ,Busaale ,Nalweeta,Faith P/S,Private,Yes,288,111,117,0,12,9,3,,2,0,10,11,4,0,7,8,Yes,3,3,Yes,2,No,Yes,Yes,No,No,25,33,4,48,1758530549727.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5814367d-c526-48c2-be26-6659d029f7e7%2F1758530549727.jpg,1758530582342.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F5814367d-c526-48c2-be26-6659d029f7e7%2F1758530582342.jpg,0.7801267 32.8886633 1033.7 4.0,0.7801267,32.8886633,1033.7,4,565008557,5814367d-c526-48c2-be26-6659d029f7e7,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,252
Kayunga,Kayunga sub county ,Bukujju ,Busolo,New hope Nursery and Primary ,Private,Yes,250,110,140,10,11,6,5,,1,3,7,9,3,6,0,5,Yes,2,2,Yes,1,No,Yes,No,Yes,No,30,30,0,63,1758531891057.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F81118d11-b69a-40c2-ae9d-04a750c94e0b%2F1758531891057.jpg,1758531939456.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F81118d11-b69a-40c2-ae9d-04a750c94e0b%2F1758531939456.jpg,0.7645258 32.9072043 1069.3999999999999 2.6,0.7645258,32.9072043,1069.4,2.6,565010959,81118d11-b69a-40c2-ae9d-04a750c94e0b,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,253
Kayunga,Kayunga sub county ,Bukujju ,Bukujju ,The heart of praise ,Private,Yes,70,25,45,2,5,1,4,,0,0,1,7,4,,3,2,Yes,1,1,Yes,1,Yes,No,No,No,No,20,20,5,35,,,1758532542592.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F8dcc30f8-515b-486e-8da0-8a7775674b20%2F1758532542592.jpg,0.77737 32.9048033 1007.5999999999999 4.5,0.77737,32.9048033,1007.6,4.5,565011038,8dcc30f8-515b-486e-8da0-8a7775674b20,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,254
Kayunga,Kayunga sub county ,Buyobe ,Bulyankuyege,His Grace P/S,Private,Yes,62,30,32,0,4,1,3,,1,0,0,4,0,4,0,2,Yes,1,1,Yes,1,No,No,No,Yes,No,15,20,4,31,1758533993989.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F15b905a1-8d62-4b8f-98e5-a4772454e44a%2F1758533993989.jpg,1758533953473.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F15b905a1-8d62-4b8f-98e5-a4772454e44a%2F1758533953473.jpg,0.7628646 32.8888821 1029.1 4.72,0.7628646,32.8888821,1029.1,4.72,565011123,15b905a1-8d62-4b8f-98e5-a4772454e44a,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,255
Kayunga,Kayunga sub county ,Busaale ,Kito,Kito Junior ,Private,Yes,104,50,54,3,6,3,3,,0,0,6,5,0,0,5,3,Yes,1,1,Yes,1,No,No,No,No,No,20,17,3,52,1758538521737.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1400ef39-1906-4722-95ea-f0c5dcbff813%2F1758538521737.jpg,1758538548533.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F1400ef39-1906-4722-95ea-f0c5dcbff813%2F1758538548533.jpg,0.7560837 32.9151067 1101.4 4.6,0.7560837,32.9151067,1101.4,4.6,565011285,1400ef39-1906-4722-95ea-f0c5dcbff813,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,256
Kayunga,Kayunga sub county ,Busaale ,Busaale ,Mother Teresa Junior school ,Private,Yes,90,40,50,0,7,0,7,,0,0,7,7,5,,2,3,Yes,1,1,Yes,1,No,No,No,No,No,20,20,5,30,,,1758539199715.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb72bb4c0-43ee-4906-b85e-d566fec83333%2F1758539199715.jpg,0.7534723 32.9188733 1074.8 3.969,0.7534723,32.9188733,1074.8,3.969,565011358,b72bb4c0-43ee-4906-b85e-d566fec83333,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,257
Kayunga,Kayunga sub county ,Bukujju ,Kiyagi,Kiyagi Muslim Community ,Private,Yes,131,70,61,5,9,5,4,,0,0,9,9,2,6,,8,Yes,4,4,Yes,4,No,Yes,Yes,No,No,40,40,3,16,,,1758540108282.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F9c0c4c12-2663-43de-a240-5190494fd3f1%2F1758540108282.jpg,0.77024 32.9194417 1082.300048828125 4.9,0.77024,32.9194417,1082.300049,4.9,565011405,9c0c4c12-2663-43de-a240-5190494fd3f1,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,258
Kayunga,Kayunga sub county ,Busaale ,Busaale ,Kairos junior school ,Private,Yes,86,42,44,0,7,2,5,,1,2,4,7,7,,,8,Yes,4,4,Yes,1,No,Yes,Yes,No,No,50,12,2,10,,,1758540997427.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fddae8253-aa9b-4df0-ad9e-40dbf951e226%2F1758540997427.jpg,0.7507736 32.9152679 1082.300048828125 4.9,0.7507736,32.9152679,1082.300049,4.9,565011448,ddae8253-aa9b-4df0-ad9e-40dbf951e226,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,259
Kayunga,Kayunga sub county ,Kiteredde,Bugoge,Mpumude parent ,Private,Yes,100,56,44,2,12,5,7,,,,,7,7,,,12,Yes,6,6,Yes,2,No,Yes,Yes,Yes,No,44,10,3,10,,,1758541951305.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F6ddbf96e-29eb-4d2e-9615-fcbcb504a8cb%2F1758541951305.jpg,0.7458429 32.892502 1041.5 4.55,0.7458429,32.892502,1041.5,4.55,565011904,6ddbf96e-29eb-4d2e-9615-fcbcb504a8cb,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,260
Kayunga,Kayunga sub county ,Kiteredde ,Bugoge ,Kanjuki Junior school ,Private,Yes,314,161,155,1,16,9,7,,1,,15,7,7,,,19,Yes,9,8,Yes,2,Yes,Yes,Yes,Yes,No,50,19,0,16,1758543142902.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F028dbc9b-c973-4e86-9d86-ea1b4255b11d%2F1758543142902.jpg,1758542402750.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F028dbc9b-c973-4e86-9d86-ea1b4255b11d%2F1758542402750.jpg,0.7433448 32.8944768 1042.5 20.0,0.7433448,32.8944768,1042.5,20,565012145,028dbc9b-c973-4e86-9d86-ea1b4255b11d,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,261
Kayunga,Kayunga sub county ,Kiteredde ,Bugoge ,Immaculate heart p/s,Private,Yes,330,130,200,2,16,9,7,,,,16,10,10,,,12,Yes,6,6,Yes,4,Yes,Yes,Yes,Yes,No,30,21,5,28,,,1758543804834.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fdb4b4dff-633c-47e7-a12e-32a821d015ba%2F1758543804834.jpg,0.7411154 32.8962304 1051.6 4.98,0.7411154,32.8962304,1051.6,4.98,565012364,db4b4dff-633c-47e7-a12e-32a821d015ba,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,262
Kayunga,Kayunga sub county ,Bubajjwe,Kaazi B,Rich dad p/s,Private,Yes,150,85,65,0,11,3,8,,2,,8,9,9,,,4,Yes,2,2,Yes,1,No,Yes,Yes,Yes,No,30,14,3,36,,,1758627120907.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3b6d06ae-56da-48ba-a2ef-411c63850dd0%2F1758627120907.jpg,0.7154221 32.9302436 1057.1000000000001 1.28,0.7154221,32.9302436,1057.1,1.28,565021361,3b6d06ae-56da-48ba-a2ef-411c63850dd0,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,279
Kayunga,Kayunga sub county ,Bubajwe ,Wajjanze,Top care nursery and primary school ,Private,Yes,167,82,85,1,11,5,6,,11,,,10,10,,,10,Yes,3,4,Yes,4,Yes,Yes,Yes,Yes,No,14,15,4,29,,,1758628215609.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F74dd4208-f70d-4504-bfd8-febeb942cf19%2F1758628215609.jpg,0.7175933 32.949525 1064.2 3.1,0.7175933,32.949525,1064.2,3.1,565021768,74dd4208-f70d-4504-bfd8-febeb942cf19,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,280
Kayunga,Kayunga sub county ,Bubajwe,Nalyabide,Bubajwe Quran center,Private,Yes,420,200,220,4,12,7,5,,,,12,10,10,,,14,Yes,7,7,Yes,2,Yes,Yes,Yes,Yes,No,45,35,0,14,,,1758629177856.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F616745ed-8a55-4e58-bb7f-5bd5e1d0756e%2F1758629177856.jpg,0.7304494 32.9431919 1076.5 4.35,0.7304494,32.9431919,1076.5,4.35,565022245,616745ed-8a55-4e58-bb7f-5bd5e1d0756e,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,281
Kayunga,Kayunga sub county ,Bubajwe ,Kaazi ,Kaazi Quran ,Private,Yes,55,20,30,0,7,3,4,,2,,5,7,7,,,8,Yes,4,4,Yes,1,No,Yes,Yes,Yes,No,10,10,0,8,,,1758629916466.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff90d59e6-7155-4575-a04e-51de49c7ab93%2F1758629916466.jpg,0.7216967 32.93841 1067.7 4.2,0.7216967,32.93841,1067.7,4.2,565023194,f90d59e6-7155-4575-a04e-51de49c7ab93,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,282
Kayunga,Kayunga sub county ,Bukolooto ,Bwetyaba,Abundant life nursery and primary school ,Private,Yes,150,70,82,0,10,3,7,,4,1,5,10,10,,,3,Yes,1,1,Yes,1,No,Yes,Yes,Yes,No,50,15,0,75,1758633102204.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7e23a0e3-625e-4935-8825-22f0b352591e%2F1758633102204.jpg,1758633249037.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F7e23a0e3-625e-4935-8825-22f0b352591e%2F1758633249037.jpg,0.6836488 32.906721 1022.3 4.86,0.6836488,32.906721,1022.3,4.86,565024341,7e23a0e3-625e-4935-8825-22f0b352591e,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,285
Kayunga,Kayunga sub county ,Bukolooto ,Bwetyaba ,St. Lawrence nursery and primary school ,Private,Yes,400,200,200,0,15,8,7,,,,15,11,11,,,7,Yes,3,4,Yes,2,Yes,Yes,Yes,Yes,No,20,26,0,51,1758634612769.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe113a2f0-db99-4f59-8d8f-d50dcc8b18cd%2F1758634612769.jpg,1758634764084.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fe113a2f0-db99-4f59-8d8f-d50dcc8b18cd%2F1758634764084.jpg,0.6790788 32.9081548 1040.8 4.98,0.6790788,32.9081548,1040.8,4.98,565024683,e113a2f0-db99-4f59-8d8f-d50dcc8b18cd,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,286
Kayunga,Kayunga sub county ,Bukolooto ,Ntooke,St.  Jude nursery and primary schools ,Private,Yes,48,19,29,,3,1,2,,1,1,1,7,7,,,4,Yes,2,2,No,,Yes,Yes,Yes,Yes,No,13,24,0,10,,,1758635530472.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fd22f3fe8-cf98-4011-a2b4-04dc18881bde%2F1758635530472.jpg,0.683865 32.9022133 1033.7 4.7,0.683865,32.9022133,1033.7,4.7,565025030,d22f3fe8-cf98-4011-a2b4-04dc18881bde,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,287
Kayunga,Kayunga town council,Kayunga town council,Namagabi A,Kayunga mixed primary school,Government,No,565,263,298,0,15,4,11,15,6,2,7,4,10,0,1,10,Yes,4,4,Yes,2,No,Yes,Yes,Yes,Yes,80,40,3,56,1758030310023.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb00bd6a2-280a-4b7b-b0e9-e00eadb73498%2F1758030310023.jpg,1758030609338.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb00bd6a2-280a-4b7b-b0e9-e00eadb73498%2F1758030609338.jpg,0.7096293 32.9077588 1074.4000244140625 4.877,0.7096293,32.9077588,1074.400024,4.877,560590261,b00bd6a2-280a-4b7b-b0e9-e00eadb73498,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,55
Kayunga,Kayunga town council,Kayunga town council,Namagabi B,Namagabi Umea primary school,Government,Yes,1096,595,501,36,19,9,10,19,4,2,13,4,13,5,0,18,Yes,11,10,Yes,3,Yes,Yes,Yes,Yes,No,80,70,2,52,1758034029571.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fbbd3c840-6a6c-4a25-a4c4-2dbc6400d2b2%2F1758034029571.jpg,1758034114685.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fbbd3c840-6a6c-4a25-a4c4-2dbc6400d2b2%2F1758034114685.jpg,0.6988645 32.9122597 1056.6295166015625 4.638,0.6988645,32.9122597,1056.629517,4.638,560590298,bbd3c840-6a6c-4a25-a4c4-2dbc6400d2b2,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,56
Kayunga,Kayunga town council,Ntenjuru,Ntenjuru A,St. Andrew's ntenjuru R/c,Government,No,204,104,100,8,8,2,6,8,5,1,2,2,4,0,2,9,Yes,5,3,No,,Yes,No,Yes,No,No,40,40,2,30,1758090706465.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F25e0f7a1-52fc-429f-9f4a-5ede1e30aa0f%2F1758090706465.jpg,1758090785409.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F25e0f7a1-52fc-429f-9f4a-5ede1e30aa0f%2F1758090785409.jpg,0.7282932 32.8937255 1058.749755859375 4.753,0.7282932,32.8937255,1058.749756,4.753,561079175,25e0f7a1-52fc-429f-9f4a-5ede1e30aa0f,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,140
Kayunga,Kayunga town council,Bukolooto ward,Ndeba,Ndeba primary school,Government,Yes,634,338,296,50,12,4,8,12,5,3,4,3,7,0,0,9,Yes,4,4,Yes,3,Yes,Yes,Yes,Yes,No,90,90,5,80,1758097457191.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff8c34f04-1dfa-419a-b319-201a588c6f69%2F1758097457191.jpg,1758097654451.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Ff8c34f04-1dfa-419a-b319-201a588c6f69%2F1758097654451.jpg,0.6835977 32.9222618 1068.1026611328125 3.11,0.6835977,32.9222618,1068.102661,3.11,561081889,f8c34f04-1dfa-419a-b319-201a588c6f69,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,144
Kayunga,Kayunga town council,Kibira ward,Kayunga west,Kayunga Islamic,Private,Yes,305,172,133,0,11,5,6,,2,,9,9,9,,,5,Yes,2,3,Yes,2,No,Yes,Yes,Yes,No,25,28,3,61,1758606469361.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0ab5aed5-acc3-4608-8c7f-23e82799977e%2F1758606469361.jpg,1758626547347.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F0ab5aed5-acc3-4608-8c7f-23e82799977e%2F1758626547347.jpg,0.6988508 32.9035522 1067.800048828125 2.5,0.6988508,32.9035522,1067.800049,2.5,565020957,0ab5aed5-acc3-4608-8c7f-23e82799977e,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,278
Kayunga,Kayunga town council,Kisawo,Kisawo,Kayunga Junior school,Private,Yes,218,118,100,0,10,5,5,,1,,9,10,10,,,16,Yes,6,6,Yes,2,Yes,Yes,Yes,Yes,No,20,20,0,20,,,1758548930112.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fc6308acf-44e8-471e-8b67-42bc82916701%2F1758548930112.jpg,0.70869 32.8931767 1040.6 3.0,0.70869,32.8931767,1040.6,3,565025357,c6308acf-44e8-471e-8b67-42bc82916701,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,289
Kayunga,Kayunga town council ,Namagabi,Namagabi ,Namagabi Bishop,Government,Yes,786,391,395,3,15,7,8,15,4,3,8,3,10,0,1,2,Yes,1,1,Yes,1,No,No,Yes,Yes,No,100,100,5,393,1758032091625.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb95a15d6-8efd-4a32-9398-62e3230c3eeb%2F1758032091625.jpg,1758032269097.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2Fb95a15d6-8efd-4a32-9398-62e3230c3eeb%2F1758032269097.jpg,0.7045102 32.9077455 1139.5 4.4,0.7045102,32.9077455,1139.5,4.4,560574956,b95a15d6-8efd-4a32-9398-62e3230c3eeb,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,52
Kayunga,Kayunga town council ,Ntenjeru ward,Tente,Tente C/U,Faith Based,Yes,353,162,191,6,12,5,7,,8,3,1,7,7,0,0,13,Yes,5,6,Yes,2,Yes,Yes,Yes,Yes,No,50,50,3,32,1758090645222.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F03e338c0-2c3e-40b3-aedb-fd997c7c3b8a%2F1758090645222.jpg,1758090776013.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F03e338c0-2c3e-40b3-aedb-fd997c7c3b8a%2F1758090776013.jpg,0.7275139 32.8920737 1083.3 4.914,0.7275139,32.8920737,1083.3,4.914,561077029,03e338c0-2c3e-40b3-aedb-fd997c7c3b8a,2025-09-17,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,131
Kayunga,Kayunga town council ,Ntenjeru ,Nakaliro,St. Regina p/s,Private,Yes,311,176,193,3,20,12,8,,4,,16,10,7,,3,23,Yes,12,11,Yes,2,No,Yes,Yes,Yes,No,60,56,3,16,1758545152083.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F698ccefa-cf6f-4bd3-ad70-c41127301858%2F1758545152083.jpg,1758545207172.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F698ccefa-cf6f-4bd3-ad70-c41127301858%2F1758545207172.jpg,0.7132877 32.8985207 1058.6 2.283,0.7132877,32.8985207,1058.6,2.283,565012844,698ccefa-cf6f-4bd3-ad70-c41127301858,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,263
Kayunga,Kayunga town council ,West Kibira ,,Kids care nursery school ,Private,Yes,372,157,215,,20,8,13,,,,,10,10,,,3,Yes,1,1,Yes,1,No,Yes,Yes,Yes,No,30,30,3,100,1758547026563.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3a9e43e6-595d-4833-b05c-36e82d722f8e%2F1758547026563.jpg,1758547069622.jpg,https://kc.kobotoolbox.org/media/original?media_file=ebirungi%2Fattachments%2F1770cc68b2384cfdbd83f4d7eb2a8bc9%2F3a9e43e6-595d-4833-b05c-36e82d722f8e%2F1758547069622.jpg,0.7035388 32.897337 1076.699951171875 4.58,0.7035388,32.897337,1076.699951,4.58,565013275,3a9e43e6-595d-4833-b05c-36e82d722f8e,2025-09-23,,,submitted_via_web,ebirungi,vFTFrHDVs32ohr2pUs9LRo,,264
